unique_id,timepoint,age,gender,exclude_master,attention_check_1,attention_check_2,SITES_completeness,IRI_completeness,EQ_completeness,PET_completeness,EYES_completeness,PTP_completeness,SITES,IRI_FS,IRI_EC,IRI_PT,IRI_PD,IRI_total,EQ_total,PET_total,EYES_total,PTP_simple,PTP_reversed,PTP_doublereversed,PTP_total,PTTA_total,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,IRI_8,IRI_9,IRI_10,IRI_11,IRI_12,IRI_13,IRI_14,IRI_15,IRI_16,IRI_17,IRI_18,IRI_19,IRI_20,IRI_21,IRI_22,IRI_23,IRI_24,IRI_25,IRI_26,IRI_27,IRI_28,EQ_1,EQ_4,EQ_6,EQ_8,EQ_10,EQ_11,EQ_12,EQ_14,EQ_15,EQ_18,EQ_19,EQ_21,EQ_22,EQ_25,EQ_26,EQ_27,EQ_28,EQ_29,EQ_32,EQ_34,EQ_35,EQ_36,EQ_37,EQ_38,EQ_39,EQ_41,EQ_42,EQ_43,EQ_44,EQ_46,EQ_48,EQ_49,EQ_50,EQ_52,EQ_54,EQ_55,EQ_57,EQ_58,EQ_59,EQ_60,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7,EYES_1,EYES_2,EYES_3,EYES_4,EYES_5,EYES_6,EYES_7,EYES_8,EYES_9,EYES_10,EYES_11,EYES_12,EYES_13,EYES_14,EYES_15,EYES_16,EYES_17,EYES_18,EYES_19,EYES_20,EYES_21,EYES_22,EYES_23,EYES_24,EYES_25,EYES_26,EYES_27,EYES_28,EYES_29,EYES_30,EYES_31,EYES_32,EYES_33,EYES_34,EYES_35,EYES_36,PTP_1,PTP_2,PTP_3,PTP_4,PTP_5,PTP_6,PTP_7,PTP_8,PTP_9,PTTA_1,PTTA_2,PTTA_3,PTTA_4,PTTA_5,PTTA_6,PTTA_7,PTTA_8,PTTA_9,PTTA_10,PTTA_11,PTTA_12,PTTA_13,PTTA_14,PTTA_15,PTTA_16,PTTA_17,PTTA_18,PTTA_19,PTTA_20,PTTA_21,PTTA_22,PTTA_23,PTTA_24,PTTA_25,PTTA_26,PTTA_27,PTTA_28,PTTA_29,PTTA_30,PTTA_31,PTTA_32
135,1,27,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,13,15,16,15,59,29,2.2857142857142856,31,3,4,2,9,7,2,1,3,3,2,3,2,3,2,3,2,2,2,2,2,1,3,3,1,1,3,3,2,1,1,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2,1,1,0,2,0,2,2,0,0,1,0,1,1,1,1,1,1,2,2,2,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,38,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,14,17,17,13,61,36,3.7142857142857144,27,2,4,0,6,7,3,3,1,1,3,2,1,3,3,2,3,1,2,2,3,1,2,3,1,2,3,3,3,3,2,2,1,2,2,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,1,1,0,0,2,2,1,1,2,2,1,2,2,0,0,1,0,1,2,2,1,1,0,2,4,2,4,4,4,5,3,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,26,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,13,21,21,7,62,32,2.7142857142857144,25,2,2,0,4,14,3,3,4,4,1,1,1,3,2,2,4,2,1,3,2,2,1,4,1,3,2,2,2,0,3,2,1,3,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,1,0,2,1,2,1,2,2,1,0,2,0,0,0,2,1,2,2,0,1,0,1,3,2,3,3,3,3,2,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,53,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,16,19,18,15,68,41,2.857142857142857,27,3,1,2,6,6,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,1,0,2,2,1,1,2,1,1,0,1,1,1,1,1,0,1,1,0,2,0,2,1,2,1,1,2,2,2,1,1,0,0,1,1,1,1,1,0,1,3,2,2,3,3,4,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,25,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,24,17,17,78,30,4.714285714285714,28,3,3,2,8,13,3,3,2,3,3,3,3,2,4,3,2,3,4,3,3,2,4,4,1,4,3,3,3,1,2,3,1,3,2,1,0,0,2,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,1,1,1,2,0,2,2,1,2,0,0,0,0,1,1,1,1,1,1,1,5,4,4,5,5,5,5,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136,1,38,female,exclude,failed,failed,complete,partial,partial,partial,complete,complete,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,24,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,10,11,22,18,61,37,3.2857142857142856,29,3,3,2,8,8,3,2,3,0,1,3,1,4,2,3,3,0,2,1,3,0,3,2,2,2,4,2,2,3,2,3,2,3,2,0,1,2,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,1,2,2,1,2,0,0,2,2,0,0,2,2,2,1,0,1,1,2,3,2,3,3,4,4,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,37,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,18,18,16,27,79,19,3.2857142857142856,32,3,4,2,9,5,3,3,2,2,3,4,3,2,3,4,2,3,3,2,2,0,4,2,4,3,3,3,3,4,2,3,4,3,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,3,2,4,4,3,4,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,52,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,24,28,28,17,97,31,4.857142857142857,30,3,4,2,9,14,4,4,4,4,0,2,4,4,4,4,4,4,2,4,4,4,3,4,2,4,4,4,4,2,4,4,2,4,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2,1,2,2,2,2,0,0,2,0,1,1,1,0,1,2,2,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,35,Non binary,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,22,19,13,74,34,4,25,3,3,0,6,16,4,3,3,3,3,3,2,2,3,2,3,4,2,3,3,2,3,3,1,3,3,4,2,1,3,3,1,2,1,0,2,1,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,1,0,2,0,2,0,2,1,2,2,1,0,0,0,2,2,2,0,1,2,1,4,3,4,5,5,4,3,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2,60,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,22,17,20,9,68,25,5,30,3,4,2,9,5,3,1,3,3,3,1,3,3,1,3,3,4,0,3,2,3,2,3,1,3,3,3,3,1,3,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2,2,0,1,0,1,0,0,0,0,1,1,1,2,0,1,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,34,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,16,21,23,13,73,14,4.714285714285714,17,3,2,2,7,2,1,4,4,4,3,1,4,4,4,3,4,1,3,4,0,3,0,0,4,1,3,4,3,0,4,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,0,0,1,0,0,5,4,5,5,5,5,4,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2,38,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,17,15,18,65,14,4.142857142857143,32,3,4,1,8,4,3,3,2,2,3,4,3,2,2,3,2,2,3,2,3,1,3,3,2,2,2,3,1,2,2,2,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,4,2,4,5,5,5,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,37,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,14,17,17,3,51,20,3.5714285714285716,27,3,4,2,9,17,2,1,3,3,2,0,3,3,3,1,3,2,1,3,2,2,0,3,0,2,3,2,1,0,2,2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,3,3,4,4,4,3,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,2,25,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,7,28,26,9,70,40,3.2857142857142856,20,3,4,0,7,3,3,4,4,4,1,2,1,4,4,2,4,0,2,4,4,0,1,4,0,4,4,4,0,0,2,2,2,4,2,0,2,0,0,0,1,0,0,0,2,0,2,1,2,0,2,0,0,0,2,2,1,0,2,2,2,2,2,0,0,0,2,2,0,1,1,1,2,2,1,1,5,5,1,5,5,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,75,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,20,24,17,19,80,28,4.142857142857143,23,3,2,2,7,7,3,4,1,3,4,4,3,3,4,3,3,3,3,3,2,2,3,3,2,3,3,4,2,2,2,3,2,3,2,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2,1,2,2,1,2,0,0,0,0,2,1,1,1,0,1,1,4,4,4,5,4,5,3,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,26,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,14,28,28,28,98,43,4.571428571428571,28,3,4,2,9,12,2,4,4,4,0,4,3,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,1,4,4,4,4,4,2,0,2,0,0,1,2,0,0,0,2,0,2,2,2,0,0,2,0,1,0,2,1,2,0,2,2,2,2,0,0,0,0,2,2,2,1,2,1,2,3,5,5,5,5,5,4,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,50,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,22,26,19,16,83,28,5,27,2,4,1,7,6,4,3,4,4,3,2,3,4,4,3,3,3,2,4,1,3,3,4,2,3,4,4,3,2,1,3,2,2,1,0,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,1,1,2,2,2,0,0,0,0,1,1,1,1,1,2,1,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2,22,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,15,27,22,13,77,48,4.142857142857143,28,3,4,1,8,9,4,4,3,4,2,2,1,3,4,2,4,4,2,4,1,1,2,4,1,3,4,4,1,1,3,2,3,4,2,2,2,1,1,0,0,0,1,0,2,1,2,2,2,1,1,1,0,2,0,2,1,1,0,2,2,2,2,1,0,1,0,2,2,2,0,2,2,1,3,3,5,5,4,5,4,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,45,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,28,27,26,9,90,38,4.714285714285714,33,3,4,1,8,4,4,3,4,4,4,1,4,4,4,3,4,4,2,4,4,4,1,4,1,4,4,4,4,1,3,4,0,3,2,1,2,1,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,2,2,1,2,2,2,2,0,0,0,0,2,2,1,1,1,2,2,5,5,5,5,5,5,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2,74,female,include,passed,passed,complete,complete,complete,complete,complete,complete,3,12,14,21,10,57,31,3.7142857142857144,30,3,4,0,7,2,1,2,3,2,2,1,1,3,3,1,3,2,2,2,3,2,1,1,3,2,3,2,2,1,3,2,1,3,1,1,0,1,1,0,2,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,2,3,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,50,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,16,19,24,79,25,4.428571428571429,32,3,4,0,7,13,4,2,3,2,3,4,2,3,2,4,3,3,4,3,3,2,3,3,4,2,3,2,3,3,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,2,0,2,1,1,2,0,0,0,0,1,1,1,2,1,2,1,5,4,5,4,4,5,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2,22,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,28,28,28,15,99,24,3.857142857142857,28,3,4,1,8,9,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,0,4,4,1,4,2,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,2,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0,1,2,2,2,2,5,5,3,5,5,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,62,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,26,26,22,7,81,36,4.857142857142857,32,3,2,1,6,2,3,4,3,4,4,1,4,3,4,1,3,4,2,3,4,3,1,4,2,3,4,4,4,0,2,4,0,3,2,0,2,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,2,2,1,2,2,2,2,2,1,0,0,0,0,1,1,2,1,1,2,2,5,5,5,5,5,5,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,54,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,19,20,16,70,16,4.714285714285714,34,3,4,0,7,9,2,3,3,3,2,2,2,3,3,2,3,2,3,1,3,2,3,3,2,3,3,3,2,2,3,3,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1,4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,44,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,19,21,18,14,72,18,4.857142857142857,26,3,4,0,7,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,3,2,3,3,3,2,1,2,3,1,3,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,32,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,14,20,18,14,66,34,4.571428571428571,24,3,3,2,8,10,1,3,4,3,2,1,1,2,3,3,3,2,1,3,0,2,3,2,3,3,3,3,3,1,3,3,2,3,2,0,1,2,0,1,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,1,1,2,0,2,1,2,2,0,0,1,1,1,2,1,1,1,1,1,5,2,5,5,5,5,5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2,34,female,include,passed,passed,complete,complete,complete,complete,complete,complete,3,22,18,27,3,70,43,2.5714285714285716,28,3,4,2,9,8,2,2,3,2,3,1,3,4,3,2,4,4,0,2,4,4,0,4,0,3,4,2,2,0,4,4,0,4,1,0,1,0,0,1,0,0,1,0,2,1,2,2,2,1,1,1,0,1,1,2,1,2,2,2,0,2,2,0,1,0,0,1,2,2,1,2,1,2,4,2,2,2,4,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2,24,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,22,28,21,17,88,50,4.714285714285714,23,3,3,0,6,5,4,4,1,4,4,2,1,4,4,4,4,1,4,4,0,4,4,4,1,4,4,4,4,0,4,4,2,4,2,2,2,1,1,1,1,1,2,0,2,2,1,2,2,0,0,0,0,2,0,2,2,2,1,2,2,2,1,0,1,1,0,2,2,2,1,0,2,1,5,3,5,5,5,5,5,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2,30,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,16,19,21,12,68,25,3.142857142857143,23,3,3,0,6,2,2,2,4,4,2,2,1,3,3,2,3,4,2,2,2,1,1,3,2,2,3,3,3,2,3,3,1,3,2,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,3,3,3,4,2,4,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,35,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,13,24,26,13,76,32,1.7142857142857142,26,3,4,2,9,18,4,3,4,4,2,3,1,4,4,2,4,4,3,3,4,0,1,4,2,3,4,3,1,1,3,1,1,3,2,0,1,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,1,1,1,1,1,2,1,1,2,0,0,0,1,2,1,2,0,1,1,1,2,1,2,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,36,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,12,18,14,11,55,28,2.2857142857142856,31,3,1,2,6,14,4,3,3,3,1,1,2,2,3,2,2,1,1,2,2,1,3,3,2,2,3,2,1,1,1,2,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,2,1,2,1,2,0,1,1,0,0,0,0,2,1,1,2,0,0,1,1,3,3,3,3,2,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,26,male,exclude,passed,failed,complete,complete,complete,complete,complete,complete,3,14,18,14,10,56,21,1.8571428571428572,10,3,4,2,9,24,2,2,3,3,2,1,1,1,2,3,1,2,1,3,1,3,2,3,1,3,3,2,1,1,3,3,1,2,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,2,2,2,2,1,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
43,2,27,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,22,23,18,16,79,25,3.2857142857142856,23,3,4,0,7,22,4,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,2,4,2,4,3,2,3,3,2,2,1,0,2,1,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,0,0,1,1,1,0,1,1,1,3,3,4,3,2,4,4,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
